»ù½ð´úÂë,index_t,index_t_1,similarity_score
404,2014Q4,2014Q3,0.5302521
404,2015Q1,2014Q4,0.7348666
404,2015Q2,2015Q1,0.7864492
404,2015Q3,2015Q2,0.5470241
404,2015Q4,2015Q3,0.8622657
404,2016Q1,2015Q4,0.32318324
404,2016Q2,2016Q1,0.35869288
404,2016Q3,2016Q2,0.48567945
404,2016Q4,2016Q3,0.80825716
404,2017Q1,2016Q4,0.7642097
404,2017Q2,2017Q1,0.46773356
404,2017Q3,2017Q2,0.521624
404,2017Q4,2017Q3,0.73533344
404,2018Q1,2017Q4,0.2733981
404,2018Q2,2018Q1,0.8753729
404,2018Q3,2018Q2,0.27482867
404,2018Q4,2018Q3,0.35928053
404,2019Q1,2018Q4,0.05470027
404,2019Q2,2019Q1,0.5574902
404,2019Q3,2019Q2,0.16250798
404,2019Q4,2019Q3,0.14101803
404,2020Q1,2019Q4,0.04804405
404,2020Q2,2020Q1,0.16901872
404,2020Q3,2020Q2,0.07948064
404,2020Q4,2020Q3,0.15721808
404,2021Q1,2020Q4,0.18385898
404,2021Q2,2021Q1,0.06214284
404,2021Q3,2021Q2,0.24735537
404,2021Q4,2021Q3,0.12884381
404,2022Q1,2021Q4,0.15907976
404,2022Q2,2022Q1,0.45005217
408,2014Q2,2014Q1,0.09089364
408,2014Q3,2014Q2,0.26260188
408,2014Q4,2014Q3,0.06512513
408,2015Q1,2014Q4,0.13864931
408,2015Q2,2015Q1,0.049015306
408,2015Q3,2015Q2,0.023063794
408,2015Q4,2015Q3,0.017420284
408,2016Q1,2015Q4,0.14533843
408,2016Q2,2016Q1,0.13233647
408,2016Q3,2016Q2,0.22700751
408,2016Q4,2016Q3,0.047634393
408,2017Q1,2016Q4,0.021988131
408,2017Q2,2017Q1,0.10059955
408,2017Q3,2017Q2,0.036256988
408,2017Q4,2017Q3,0.18105012
408,2018Q1,2017Q4,0.20952168
408,2018Q2,2018Q1,0.21791235
408,2018Q3,2018Q2,0.53559774
408,2018Q4,2018Q3,0.16160369
408,2019Q1,2018Q4,0.8235405
408,2019Q2,2019Q1,0.2478365
408,2019Q3,2019Q2,0.61676
408,2019Q4,2019Q3,0.40446338
408,2020Q1,2019Q4,0.10120438
408,2020Q2,2020Q1,0.18009625
408,2020Q3,2020Q2,0.26311657
408,2020Q4,2020Q3,0.24195307
408,2021Q1,2020Q4,0.25157103
408,2021Q2,2021Q1,0.18773262
408,2021Q3,2021Q2,0.2365135
408,2021Q4,2021Q3,0.3683722
408,2022Q1,2021Q4,0.10729556
408,2022Q2,2022Q1,0.16635057
409,2014Q3,2014Q2,0.24100068
409,2014Q4,2014Q3,0.15786314
409,2015Q1,2014Q4,0.24532263
409,2015Q2,2015Q1,0.7956831
409,2015Q3,2015Q2,0.7670719
409,2015Q4,2015Q3,0.9992834
409,2016Q1,2015Q4,0.8564198
409,2016Q2,2016Q1,0.257463
409,2016Q3,2016Q2,0.96685326
409,2016Q4,2016Q3,0.07740887
409,2017Q1,2016Q4,0.14232817
409,2017Q2,2017Q1,0.16026388
409,2017Q3,2017Q2,0.28710636
409,2017Q4,2017Q3,0.9046969
409,2018Q1,2017Q4,0.084782645
409,2018Q2,2018Q1,0.4928236
409,2018Q3,2018Q2,0.08062887
409,2018Q4,2018Q3,0.91425115
409,2019Q1,2018Q4,0.069722615
409,2019Q2,2019Q1,0.1617815
409,2019Q3,2019Q2,0.050300624
409,2019Q4,2019Q3,0.12863995
409,2020Q1,2019Q4,0.13440841
409,2020Q2,2020Q1,0.0734086
409,2020Q3,2020Q2,0.14484483
409,2020Q4,2020Q3,0.445321
409,2021Q1,2020Q4,0.027979404
409,2021Q2,2021Q1,0.09515303
409,2021Q3,2021Q2,0.36143214
409,2021Q4,2021Q3,0.5228617
409,2022Q1,2021Q4,0.014777711
409,2022Q2,2022Q1,0.009161422
410,2014Q2,2014Q1,0.20761216
410,2014Q3,2014Q2,0.28809485
410,2014Q4,2014Q3,0.04743614
410,2015Q1,2014Q4,0.35116443
410,2015Q2,2015Q1,0.096613795
410,2015Q3,2015Q2,0.17633888
410,2015Q4,2015Q3,0.16596262
410,2016Q1,2015Q4,0.3019112
410,2016Q2,2016Q1,0.5353006
410,2016Q3,2016Q2,0.21493067
410,2016Q4,2016Q3,0.20950635
410,2017Q1,2016Q4,0.10887659
410,2017Q2,2017Q1,0.16488303
410,2017Q3,2017Q2,0.052725002
410,2017Q4,2017Q3,0.29794526
410,2018Q1,2017Q4,0.09687857
410,2018Q2,2018Q1,0.23351423
410,2018Q3,2018Q2,0.3559993
410,2018Q4,2018Q3,0.2185698
410,2019Q1,2018Q4,0.20397772
410,2019Q2,2019Q1,0.23091273
410,2019Q3,2019Q2,0.33805716
410,2019Q4,2019Q3,0.40119544
410,2020Q1,2019Q4,0.20147014
410,2020Q2,2020Q1,0.3084694
410,2020Q3,2020Q2,0.22082913
410,2020Q4,2020Q3,0.29377863
410,2021Q1,2020Q4,0.15087
410,2021Q2,2021Q1,0.1370356
410,2021Q3,2021Q2,0.22894612
410,2021Q4,2021Q3,0.1912967
410,2022Q1,2021Q4,0.149496
410,2022Q2,2022Q1,0.18302594
411,2014Q4,2014Q3,0.17346759
411,2015Q1,2014Q4,0.1581103
411,2015Q2,2015Q1,0.08658136
411,2015Q3,2015Q2,0.15878691
411,2015Q4,2015Q3,0.20363794
411,2016Q1,2015Q4,0.28423136
411,2016Q2,2016Q1,0.4381744
411,2016Q3,2016Q2,0.528668
411,2016Q4,2016Q3,0.35335514
411,2017Q1,2016Q4,0.51880395
411,2017Q2,2017Q1,0.7338026
411,2017Q3,2017Q2,0.68786067
411,2017Q4,2017Q3,0.08320989
411,2018Q1,2017Q4,0.7577775
411,2018Q2,2018Q1,0.5595556
411,2018Q3,2018Q2,0.73456216
411,2018Q4,2018Q3,0.7145571
411,2019Q1,2018Q4,0.5873591
411,2019Q2,2019Q1,0.67438316
411,2019Q3,2019Q2,0.6201301
411,2019Q4,2019Q3,0.74810964
411,2020Q1,2019Q4,0.4509231
411,2020Q2,2020Q1,0.5580862
411,2020Q3,2020Q2,0.7390717
411,2020Q4,2020Q3,0.59103364
411,2021Q1,2020Q4,0.4812428
411,2021Q2,2021Q1,0.6997183
411,2021Q3,2021Q2,0.8293551
411,2021Q4,2021Q3,0.69621253
411,2022Q1,2021Q4,0.13892007
411,2022Q2,2022Q1,0.31895846
417,2014Q3,2014Q2,0.11765785
417,2014Q4,2014Q3,0.65757906
417,2015Q1,2014Q4,0.06030394
417,2015Q2,2015Q1,0.045830544
417,2015Q3,2015Q2,0.43809375
417,2015Q4,2015Q3,0.5530651
417,2016Q1,2015Q4,0.319976
417,2016Q2,2016Q1,0.54398435
417,2016Q3,2016Q2,0.68884254
417,2016Q4,2016Q3,0.63429874
417,2017Q1,2016Q4,0.84107643
417,2017Q2,2017Q1,0.5927606
417,2017Q3,2017Q2,0.9569655
417,2017Q4,2017Q3,0.5336173
417,2018Q1,2017Q4,0.0059338314
417,2018Q2,2018Q1,0.03919565
417,2018Q3,2018Q2,0.14374043
417,2018Q4,2018Q3,0.15825942
417,2019Q1,2018Q4,0.10785167
417,2019Q2,2019Q1,0.10201362
417,2019Q3,2019Q2,0.12219339
417,2019Q4,2019Q3,0.1175453
417,2020Q1,2019Q4,0.10346607
417,2020Q2,2020Q1,0.070761204
417,2020Q3,2020Q2,0.056648076
417,2020Q4,2020Q3,0.076344624
417,2021Q1,2020Q4,0.04921541
417,2021Q2,2021Q1,0.2335007
417,2021Q3,2021Q2,0.24075551
417,2021Q4,2021Q3,0.36245382
417,2022Q1,2021Q4,0.17328659
417,2022Q2,2022Q1,0.17383564
418,2014Q2,2014Q1,0.41098565
418,2014Q3,2014Q2,0.6544622
418,2014Q4,2014Q3,0.2113816
418,2015Q1,2014Q4,0.23526973
418,2015Q2,2015Q1,0.5335486
418,2015Q3,2015Q2,0.3509208
418,2015Q4,2015Q3,0.9404878
418,2016Q1,2015Q4,0.34386212
418,2016Q2,2016Q1,0.60523987
418,2016Q3,2016Q2,0.33580488
418,2016Q4,2016Q3,0.40959188
418,2017Q1,2016Q4,0.29167935
418,2017Q2,2017Q1,0.7219314
418,2017Q3,2017Q2,0.8918164
418,2017Q4,2017Q3,0.46217427
418,2018Q1,2017Q4,0.48095307
418,2018Q2,2018Q1,0.5255578
418,2018Q3,2018Q2,0.8326582
418,2018Q4,2018Q3,0.6250751
418,2019Q1,2018Q4,0.57368976
418,2019Q2,2019Q1,0.6100368
418,2019Q3,2019Q2,0.646649
418,2019Q4,2019Q3,0.79845715
418,2020Q1,2019Q4,0.24628858
418,2020Q2,2020Q1,0.15899304
418,2020Q3,2020Q2,0.2703166
418,2020Q4,2020Q3,0.28611064
418,2021Q1,2020Q4,0.10087815
418,2021Q2,2021Q1,0.123185985
418,2021Q3,2021Q2,0.45048547
418,2021Q4,2021Q3,0.27465868
418,2022Q1,2021Q4,0.089250796
418,2022Q2,2022Q1,0.083247975
423,2014Q2,2014Q1,0.29816204
423,2014Q4,2014Q3,0.0
423,2015Q1,2014Q4,0.15541007
423,2015Q2,2015Q1,0.24541259
423,2015Q3,2015Q2,0.3904548
423,2015Q4,2015Q3,0.23817952
423,2016Q1,2015Q4,0.052647043
423,2016Q2,2016Q1,0.14817357
423,2016Q3,2016Q2,0.19428116
423,2016Q4,2016Q3,0.10641877
423,2017Q1,2016Q4,0.08624707
423,2017Q2,2017Q1,0.090753935
423,2017Q3,2017Q2,0.105857566
423,2017Q4,2017Q3,0.07089802
423,2018Q1,2017Q4,0.19402063
423,2018Q2,2018Q1,0.269525
423,2018Q3,2018Q2,0.27120146
423,2018Q4,2018Q3,0.13385993
423,2019Q1,2018Q4,0.3582517
423,2019Q2,2019Q1,0.11923379
423,2019Q3,2019Q2,0.121571824
423,2019Q4,2019Q3,0.2150392
423,2020Q1,2019Q4,0.19593742
423,2020Q2,2020Q1,0.22418116
423,2020Q3,2020Q2,0.13071439
423,2020Q4,2020Q3,0.13907054
423,2021Q1,2020Q4,0.21475093
423,2021Q2,2021Q1,0.18519671
423,2021Q3,2021Q2,0.091819435
423,2021Q4,2021Q3,0.56621
423,2022Q1,2021Q4,0.48461968
423,2022Q2,2022Q1,0.14482446
431,2014Q2,2014Q1,0.055032182
431,2015Q1,2014Q4,0.009830512
431,2015Q2,2015Q1,0.4797538
431,2015Q3,2015Q2,0.28011054
431,2015Q4,2015Q3,0.2007726
431,2016Q1,2015Q4,0.21051134
431,2016Q2,2016Q1,0.21518184
431,2016Q3,2016Q2,0.028159434
431,2016Q4,2016Q3,0.30005518
431,2017Q1,2016Q4,0.13567483
431,2017Q2,2017Q1,0.83900774
431,2017Q3,2017Q2,0.2136861
431,2017Q4,2017Q3,0.19631818
431,2018Q1,2017Q4,0.22447672
431,2018Q2,2018Q1,0.1139896
431,2018Q3,2018Q2,0.11811634
431,2018Q4,2018Q3,0.008043184
431,2019Q1,2018Q4,0.014745109
431,2019Q2,2019Q1,0.18018207
431,2019Q3,2019Q2,0.07983622
431,2019Q4,2019Q3,0.07602411
431,2020Q1,2019Q4,0.11573918
431,2020Q2,2020Q1,0.058512572
431,2020Q3,2020Q2,0.040652294
431,2020Q4,2020Q3,0.09596332
431,2021Q1,2020Q4,0.035181727
431,2021Q2,2021Q1,0.068207994
431,2021Q3,2021Q2,0.03835482
431,2021Q4,2021Q3,0.6506253
431,2022Q1,2021Q4,0.0052879257
431,2022Q2,2022Q1,0.0027750987
432,2014Q2,2014Q1,0.38103414
432,2014Q3,2014Q2,0.4946628
432,2014Q4,2014Q3,0.34669715
432,2015Q1,2014Q4,0.27365625
432,2015Q2,2015Q1,0.10348543
432,2015Q3,2015Q2,0.1482524
432,2015Q4,2015Q3,0.75178313
432,2016Q1,2015Q4,0.73832566
432,2016Q2,2016Q1,0.68866485
432,2016Q3,2016Q2,0.6570336
432,2016Q4,2016Q3,0.61975324
432,2017Q1,2016Q4,0.43777978
432,2017Q2,2017Q1,0.4600469
432,2017Q3,2017Q2,0.33684233
432,2017Q4,2017Q3,0.45289674
432,2018Q1,2017Q4,0.4948972
432,2018Q2,2018Q1,0.48649758
432,2018Q3,2018Q2,0.53473216
432,2018Q4,2018Q3,0.5270089
432,2019Q1,2018Q4,0.4273091
432,2019Q2,2019Q1,0.4205331
432,2019Q3,2019Q2,0.5459217
432,2019Q4,2019Q3,0.4002096
432,2020Q1,2019Q4,0.3755924
432,2020Q2,2020Q1,0.45143408
432,2020Q3,2020Q2,0.40702546
432,2020Q4,2020Q3,0.8240369
432,2021Q1,2020Q4,0.68856955
432,2021Q2,2021Q1,0.7181487
432,2021Q3,2021Q2,0.80248237
432,2021Q4,2021Q3,0.8600897
432,2022Q1,2021Q4,0.88377863
432,2022Q2,2022Q1,0.8632255
433,2014Q2,2014Q1,0.110495664
433,2014Q3,2014Q2,0.10441844
433,2014Q4,2014Q3,0.31845474
433,2015Q1,2014Q4,0.25548205
433,2015Q2,2015Q1,0.21613157
433,2015Q3,2015Q2,0.14334843
433,2015Q4,2015Q3,0.16486314
433,2016Q1,2015Q4,0.2985893
433,2016Q2,2016Q1,0.16990842
433,2016Q3,2016Q2,0.09464273
433,2016Q4,2016Q3,0.058571346
433,2017Q1,2016Q4,0.1060602
433,2017Q2,2017Q1,0.28457624
433,2017Q3,2017Q2,0.2678706
433,2017Q4,2017Q3,0.20315832
433,2018Q1,2017Q4,0.17023984
433,2018Q2,2018Q1,0.18605861
433,2018Q3,2018Q2,0.085932836
433,2018Q4,2018Q3,0.25440314
433,2019Q1,2018Q4,0.15537025
433,2019Q2,2019Q1,0.0938908
433,2019Q3,2019Q2,0.05174433
433,2019Q4,2019Q3,0.08197462
433,2020Q1,2019Q4,0.068730645
433,2020Q2,2020Q1,0.19181047
433,2020Q3,2020Q2,0.1293794
433,2020Q4,2020Q3,0.22014073
433,2021Q1,2020Q4,0.21858688
433,2021Q2,2021Q1,0.1773488
433,2021Q3,2021Q2,0.21992865
433,2021Q4,2021Q3,0.02597777
433,2022Q1,2021Q4,0.29607224
433,2022Q2,2022Q1,0.3462621
436,2014Q2,2014Q1,0.12220214
436,2014Q3,2014Q2,0.26689398
436,2014Q4,2014Q3,0.3142537
436,2015Q1,2014Q4,0.43998903
436,2015Q2,2015Q1,0.3229781
436,2015Q3,2015Q2,0.22660391
436,2015Q4,2015Q3,0.43750834
436,2016Q1,2015Q4,0.36247543
436,2016Q2,2016Q1,0.29527012
436,2016Q3,2016Q2,0.23297557
436,2016Q4,2016Q3,0.23103355
436,2017Q1,2016Q4,0.29212603
436,2017Q2,2017Q1,0.31765386
436,2017Q3,2017Q2,0.46153054
436,2017Q4,2017Q3,0.2735468
436,2018Q1,2017Q4,0.24728338
436,2018Q2,2018Q1,0.34239024
436,2018Q3,2018Q2,0.2704751
436,2018Q4,2018Q3,0.22200668
436,2019Q1,2018Q4,0.12947823
436,2019Q2,2019Q1,0.166501
436,2019Q3,2019Q2,0.11368624
436,2019Q4,2019Q3,0.3556004
436,2020Q1,2019Q4,0.34020078
436,2020Q2,2020Q1,0.33043584
436,2020Q3,2020Q2,0.25002325
436,2020Q4,2020Q3,0.24362332
436,2021Q1,2020Q4,0.28475136
436,2021Q2,2021Q1,0.3292356
436,2021Q3,2021Q2,0.18487851
436,2021Q4,2021Q3,0.35855433
436,2022Q1,2021Q4,0.29857546
436,2022Q2,2022Q1,0.26348582
452,2014Q2,2014Q1,0.16429092
452,2014Q3,2014Q2,0.2794257
452,2014Q4,2014Q3,0.083133824
452,2015Q1,2014Q4,0.551462
452,2015Q2,2015Q1,0.04646177
452,2015Q3,2015Q2,0.19818637
452,2015Q4,2015Q3,0.4046109
452,2016Q1,2015Q4,0.08491351
452,2016Q2,2016Q1,0.2435296
452,2016Q3,2016Q2,0.11150056
452,2016Q4,2016Q3,0.16615838
452,2017Q1,2016Q4,0.46582443
452,2017Q2,2017Q1,0.3764826
452,2017Q3,2017Q2,0.65739584
452,2017Q4,2017Q3,0.52734613
452,2018Q1,2017Q4,0.4822511
452,2018Q2,2018Q1,0.0975579
452,2018Q3,2018Q2,0.41042343
452,2018Q4,2018Q3,0.074700505
452,2019Q1,2018Q4,0.1438035
452,2019Q2,2019Q1,0.11257939
452,2019Q3,2019Q2,0.066360906
452,2019Q4,2019Q3,0.12617749
452,2020Q1,2019Q4,0.065629624
452,2020Q2,2020Q1,0.26520312
452,2020Q3,2020Q2,0.17897023
452,2020Q4,2020Q3,0.2639662
452,2021Q1,2020Q4,0.12002669
452,2021Q2,2021Q1,0.2546639
452,2021Q3,2021Q2,0.023012333
452,2021Q4,2021Q3,0.12293323
452,2022Q1,2021Q4,0.17030784
452,2022Q2,2022Q1,0.13443406
457,2014Q4,2014Q3,0.0
457,2015Q1,2014Q4,0.21393393
457,2015Q2,2015Q1,0.590724
457,2015Q3,2015Q2,0.2537038
457,2015Q4,2015Q3,0.16729088
457,2016Q1,2015Q4,0.6293613
457,2016Q2,2016Q1,0.8190187
457,2016Q3,2016Q2,0.8900016
457,2016Q4,2016Q3,0.70264673
457,2017Q1,2016Q4,0.9429014
457,2017Q2,2017Q1,0.5880441
457,2017Q3,2017Q2,0.8276662
457,2017Q4,2017Q3,0.884115
457,2018Q1,2017Q4,0.7374237
457,2018Q2,2018Q1,0.7419226
457,2018Q3,2018Q2,0.9071793
457,2018Q4,2018Q3,0.92030966
457,2019Q1,2018Q4,0.7808149
457,2019Q2,2019Q1,0.8719101
457,2019Q3,2019Q2,0.8447963
457,2019Q4,2019Q3,0.9106867
457,2020Q1,2019Q4,0.76715124
457,2020Q2,2020Q1,0.8525856
457,2020Q3,2020Q2,0.8649388
457,2020Q4,2020Q3,0.83386254
457,2021Q1,2020Q4,0.84920007
457,2021Q2,2021Q1,0.7816643
457,2021Q3,2021Q2,0.7294622
457,2021Q4,2021Q3,0.8550973
457,2022Q1,2021Q4,0.8096996
457,2022Q2,2022Q1,0.71293616
458,2014Q3,2014Q2,0.14725694
458,2014Q4,2014Q3,0.08791621
458,2015Q1,2014Q4,0.07797566
458,2015Q2,2015Q1,0.047190126
458,2015Q3,2015Q2,0.13978228
458,2015Q4,2015Q3,0.34430242
458,2016Q1,2015Q4,0.314289
458,2016Q2,2016Q1,0.29023716
458,2016Q3,2016Q2,0.6845597
458,2016Q4,2016Q3,0.516631
458,2017Q1,2016Q4,0.5142682
458,2017Q2,2017Q1,0.7099708
458,2017Q3,2017Q2,0.7496264
458,2017Q4,2017Q3,0.93635565
458,2018Q1,2017Q4,0.5194896
458,2018Q2,2018Q1,0.69483495
458,2018Q3,2018Q2,0.180198
458,2018Q4,2018Q3,0.5074443
458,2019Q1,2018Q4,0.3253073
458,2019Q2,2019Q1,0.3361306
458,2019Q3,2019Q2,0.15307438
458,2019Q4,2019Q3,0.0
458,2020Q1,2019Q4,0.009267187
458,2020Q2,2020Q1,0.33159047
458,2020Q3,2020Q2,0.0027696528
458,2020Q4,2020Q3,0.04114272
458,2021Q1,2020Q4,0.04114272
458,2021Q2,2021Q1,1.0
458,2021Q3,2021Q2,0.0014702552
458,2021Q4,2021Q3,0.41070613
458,2022Q1,2021Q4,0.23253402
458,2022Q2,2022Q1,0.2828904
462,2015Q3,2015Q2,0.021559149
462,2015Q4,2015Q3,0.17718233
462,2016Q1,2015Q4,0.17590344
462,2016Q2,2016Q1,0.068449475
462,2016Q3,2016Q2,0.07089734
462,2016Q4,2016Q3,0.43092683
462,2017Q1,2016Q4,0.50466037
462,2017Q2,2017Q1,0.0332286
462,2017Q3,2017Q2,0.33753878
462,2017Q4,2017Q3,0.10557445
462,2018Q1,2017Q4,0.55733544
462,2018Q2,2018Q1,0.45385778
462,2018Q3,2018Q2,0.30133644
462,2018Q4,2018Q3,0.5858876
462,2019Q1,2018Q4,0.088830054
462,2019Q2,2019Q1,0.34569308
462,2019Q3,2019Q2,0.30644995
462,2019Q4,2019Q3,0.4347832
462,2020Q1,2019Q4,0.36128482
462,2020Q2,2020Q1,0.8802244
462,2020Q3,2020Q2,0.61607486
462,2020Q4,2020Q3,0.76225585
462,2021Q1,2020Q4,0.06703821
462,2021Q2,2021Q1,0.14712565
462,2021Q3,2021Q2,0.086522035
462,2021Q4,2021Q3,0.114119284
462,2022Q1,2021Q4,0.113358885
462,2022Q2,2022Q1,0.10875191
471,2014Q4,2014Q3,0.6537461
471,2015Q3,2015Q2,0.36684483
471,2015Q4,2015Q3,0.41002384
471,2016Q1,2015Q4,0.05383683
471,2016Q2,2016Q1,0.37146056
471,2016Q3,2016Q2,0.45899713
471,2016Q4,2016Q3,0.8194344
471,2017Q1,2016Q4,0.7330634
471,2017Q2,2017Q1,0.875198
471,2017Q3,2017Q2,0.7728039
471,2017Q4,2017Q3,0.47566262
471,2018Q1,2017Q4,0.06685738
471,2018Q2,2018Q1,0.3164431
471,2018Q3,2018Q2,0.35511282
471,2019Q2,2019Q1,0.0
471,2019Q3,2019Q2,0.28294826
471,2019Q4,2019Q3,0.29305208
471,2020Q1,2019Q4,0.17896211
471,2020Q2,2020Q1,0.11232927
471,2020Q3,2020Q2,0.24225274
471,2020Q4,2020Q3,0.3382701
471,2021Q1,2020Q4,0.1638044
471,2021Q2,2021Q1,0.34867725
471,2021Q3,2021Q2,0.176734
471,2021Q4,2021Q3,0.19214517
471,2022Q1,2021Q4,0.08795352
471,2022Q2,2022Q1,0.12990193
477,2014Q4,2014Q3,0.13943082
477,2015Q1,2014Q4,0.27856377
477,2015Q2,2015Q1,0.52788496
477,2015Q3,2015Q2,0.2476969
477,2015Q4,2015Q3,0.5523085
477,2016Q1,2015Q4,0.21463399
477,2016Q2,2016Q1,0.20164125
477,2016Q3,2016Q2,0.80370885
477,2016Q4,2016Q3,0.6510255
477,2017Q1,2016Q4,0.59704643
477,2017Q2,2017Q1,0.6546025
477,2017Q3,2017Q2,0.5489769
477,2017Q4,2017Q3,0.6530225
477,2018Q1,2017Q4,0.7158464
477,2018Q2,2018Q1,0.30370715
477,2018Q3,2018Q2,0.54845107
477,2018Q4,2018Q3,0.44073763
477,2019Q1,2018Q4,0.0376515
477,2019Q2,2019Q1,0.18004009
477,2019Q3,2019Q2,0.55323595
477,2019Q4,2019Q3,0.5513858
477,2020Q1,2019Q4,0.024596278
477,2020Q2,2020Q1,0.056935996
477,2020Q3,2020Q2,0.28884187
477,2020Q4,2020Q3,0.72101265
477,2021Q1,2020Q4,0.5823192
477,2021Q2,2021Q1,0.5458959
477,2021Q3,2021Q2,0.24082178
477,2021Q4,2021Q3,0.4162197
477,2022Q1,2021Q4,0.13269272
477,2022Q2,2022Q1,0.22064137
478,2014Q2,2014Q1,0.51540065
478,2014Q3,2014Q2,0.5855762
478,2014Q4,2014Q3,0.81595117
478,2015Q1,2014Q4,0.80529284
478,2015Q2,2015Q1,0.98221904
478,2015Q3,2015Q2,0.6528303
478,2015Q4,2015Q3,0.6425529
478,2016Q1,2015Q4,0.85961276
478,2016Q2,2016Q1,0.9850583
478,2016Q3,2016Q2,0.9383659
478,2016Q4,2016Q3,0.98246586
478,2017Q1,2016Q4,0.9458056
478,2017Q2,2017Q1,0.7944812
478,2017Q3,2017Q2,0.7172007
478,2017Q4,2017Q3,0.6899299
478,2018Q1,2017Q4,0.779247
478,2018Q2,2018Q1,0.85809493
478,2018Q3,2018Q2,0.66177994
478,2018Q4,2018Q3,0.42082128
478,2019Q1,2018Q4,0.56003666
478,2019Q2,2019Q1,0.82361066
478,2019Q3,2019Q2,0.7061587
478,2019Q4,2019Q3,0.7703003
478,2020Q1,2019Q4,0.9795952
478,2020Q2,2020Q1,0.9695136
478,2020Q3,2020Q2,0.98832864
478,2020Q4,2020Q3,0.8688916
478,2021Q1,2020Q4,0.9884471
478,2021Q2,2021Q1,0.96995074
478,2021Q3,2021Q2,0.96995074
478,2021Q4,2021Q3,0.9655536
478,2022Q1,2021Q4,0.92964625
478,2022Q2,2022Q1,0.9888947
480,2014Q3,2014Q2,0.22779256
480,2014Q4,2014Q3,0.25383213
480,2015Q1,2014Q4,0.16132219
480,2015Q2,2015Q1,0.31580257
480,2015Q3,2015Q2,0.1918676
480,2015Q4,2015Q3,0.036912806
480,2016Q1,2015Q4,0.09303873
480,2016Q2,2016Q1,0.19964135
480,2016Q3,2016Q2,0.059202135
480,2016Q4,2016Q3,0.40405908
480,2017Q1,2016Q4,0.2677523
480,2017Q2,2017Q1,0.0772077
480,2017Q3,2017Q2,0.25134104
480,2017Q4,2017Q3,0.14982727
480,2018Q1,2017Q4,0.4885972
480,2018Q2,2018Q1,0.12610586
480,2018Q3,2018Q2,0.48045227
480,2018Q4,2018Q3,0.13541596
480,2019Q1,2018Q4,0.1388359
480,2019Q2,2019Q1,0.09376152
480,2019Q3,2019Q2,0.07644421
480,2019Q4,2019Q3,0.28894928
480,2020Q1,2019Q4,0.22539416
480,2020Q2,2020Q1,0.15760788
480,2020Q3,2020Q2,0.1284241
480,2020Q4,2020Q3,0.14779328
480,2021Q1,2020Q4,0.13739252
480,2021Q2,2021Q1,0.21555372
480,2021Q3,2021Q2,0.051201403
480,2021Q4,2021Q3,0.13730957
480,2022Q1,2021Q4,0.061187953
480,2022Q2,2022Q1,0.0721029
496,2014Q4,2014Q3,0.67571235
496,2015Q1,2014Q4,0.15499781
496,2015Q2,2015Q1,0.13022456
496,2015Q3,2015Q2,0.13770278
496,2015Q4,2015Q3,0.22750945
496,2016Q1,2015Q4,0.23863906
496,2016Q2,2016Q1,0.4197896
496,2016Q3,2016Q2,0.27199927
496,2016Q4,2016Q3,0.26175454
496,2017Q1,2016Q4,0.20275857
496,2017Q2,2017Q1,0.46942583
496,2017Q3,2017Q2,0.15609449
496,2017Q4,2017Q3,0.20345029
496,2018Q1,2017Q4,0.03101267
496,2018Q2,2018Q1,0.00826779
496,2018Q3,2018Q2,0.19761638
496,2018Q4,2018Q3,0.31183624
496,2019Q1,2018Q4,0.12018823
496,2019Q2,2019Q1,0.5594935
496,2019Q3,2019Q2,0.4335841
496,2019Q4,2019Q3,0.45709106
496,2020Q1,2019Q4,0.16411689
496,2020Q2,2020Q1,0.41197273
496,2020Q3,2020Q2,0.108410366
496,2020Q4,2020Q3,0.17949629
496,2021Q1,2020Q4,0.10429625
496,2021Q2,2021Q1,0.12990096
496,2021Q3,2021Q2,0.32468003
496,2021Q4,2021Q3,0.47860315
496,2022Q1,2021Q4,0.30790594
496,2022Q2,2022Q1,0.3232335
507,2014Q3,2014Q2,0.18866704
507,2014Q4,2014Q3,0.29818377
507,2015Q1,2014Q4,0.18819867
507,2015Q2,2015Q1,0.54994607
507,2015Q3,2015Q2,0.10286579
507,2015Q4,2015Q3,0.25054663
507,2016Q1,2015Q4,0.26384708
507,2016Q2,2016Q1,0.12415442
507,2016Q3,2016Q2,0.26730016
507,2016Q4,2016Q3,0.18815285
507,2017Q1,2016Q4,0.08612428
507,2017Q2,2017Q1,0.13375533
507,2017Q3,2017Q2,0.70467436
507,2017Q4,2017Q3,0.44504836
507,2018Q1,2017Q4,0.3498759
507,2018Q2,2018Q1,0.22182949
507,2018Q3,2018Q2,0.3258943
507,2019Q3,2019Q2,0.0
507,2019Q4,2019Q3,0.23943673
507,2020Q1,2019Q4,0.11549361
507,2020Q2,2020Q1,0.13746995
507,2020Q3,2020Q2,0.12160952
507,2020Q4,2020Q3,0.2265321
507,2021Q1,2020Q4,0.15152854
507,2021Q2,2021Q1,0.19907618
507,2021Q3,2021Q2,0.13451023
507,2021Q4,2021Q3,0.36662504
507,2022Q1,2021Q4,0.26666936
507,2022Q2,2022Q1,0.2508541
508,2014Q4,2014Q3,0.29818377
508,2015Q1,2014Q4,0.18819867
508,2015Q2,2015Q1,0.54994607
508,2015Q3,2015Q2,0.10286579
508,2015Q4,2015Q3,0.25054663
508,2016Q1,2015Q4,0.26384708
